Station Id,Station Name,Centre (Location),Business Domain,Total Project,Tags,Description,Project Domain,Title
8792,CityShor LLP,Ahmedabad,Finance and Mgmt,1,Any,"Analyze how Gen Z consumes lifestyle content (food, hangouts, experiences) using CityShor platforms + primary research (surveys/interviews). Deliverables: trend report + content strategy + 5–10 sample posts/reels.Skill Sets: Content research, social media understanding, basic data analysis, communication, creativity.Expected Learning: Consumer behavior insights, content strategy, trend spotting, real-world media execution.",Yet to be finalized,Decoding Ahmedabad’s Youth Lifestyle Trends
6712,Claravest Technologies Private Limited,Navi Mumbai,Infrastructure,1,"AnyA2,AnyA7,A7,A2","Conduct data-driven research on Tier-2 cities &amp; vacation hotspots with a focuson real estate investment. Analyse market trends, demand drivers, andinvestment potential. Exploration of AI applications in real estate investmentpotential.Skill sets:* Data analysis and interpretation.*Market research methodologies.* Proficiency in spreadsheet software*Strong communication and presentation skills.* Familiarity with, or a willingness to learn, AI concepts.Expected learning:*Hands-on experience in real estate market research* Understanding key growth indicators for investment hotspots* Data-driven decision-making &amp; investment strategy formulation* Exposure to AI tools and techniques in real estate analysis.* How to present data to stakeholdersSpecific courses required for project execution:*Market Research* Data Analysis* Economics* Basic programming and or data science courses are a plus.",Market Analysis,Market Research and Analytics
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,"AnyA3,AnyA4,AnyA7,AnyA8,AnyAA,AnyB2,AnyAB,A7,A4,A8,AA,B2,A3,AB","Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred","Electronics,CHEMISTRY,Computer Science",Title: Development of Micro Sensors for Anti-Microbial Resistance
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,-,"Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred",-,Title: Development of Lab on Chip Device for Bio Sensing
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,-,"Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred",-,Title: Development of Lab on Chip Device for Bio Sensing
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,-,"Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred",-,Title: Development of Lab on Chip Device for Bio Sensing
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,-,"Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred",-,Title: Development of Lab on Chip Device for Bio Sensing
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,-,"Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred",-,Title: Development of Lab on Chip Device for Bio Sensing
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,-,"Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred",-,Title: Development of Lab on Chip Device for Bio Sensing
8853,Cleome Innovations Private Limited,Hyderabad,Electronics,1,"AnyA3,AnyA4,AnyA7,AnyA8,AnyAA,AnyB2,AnyAB,A3,A4,A7,A8,AA,B2,AB","Description: This project involves different steps of Micro Sensor development starting with basic prototyping, CAD Designing, Integration of Circuit designing, Chemical testing, Data Analysis, App development, Machine learning.Skill sets: Basic prototyping, Basic CAD, Chemical sensing, python, Machine learningExpected learning: Overview of Sensor development, hands on micro fabrication and machine learning applications on real and synthetic dataSpecific courses required for project execution: PCM, Sensor related course and programming/ AI-ML Courses preferred","Computer Science,Electronics,CHEMISTRY",Title: Development of Lab on Chip Device for Bio Sensing
7003,Codegres (OPC) Private Limited,Bengaluru,CSIS/IT,4,"AnyA7,AnyB4,AnyB5,A7,B4,B5,AnyA7,AnyB4,AnyB5,A7,B4,B5,AnyA7,AnyB4,AnyB5,A7,B4,B5,AnyA7,AnyB4,AnyB5,A7,B4,B5","Description: Website Development using WordPressSkill sets: WordPressExpected learning: How to build a Company WebsiteSpecific courses required for project execution: Web Development,Description: Mobile App Development using FlutterSkill sets: FlutterExpected learning: How to build a Mobile AppSpecific courses required for project execution: App Development,Description: Game Development using UnitySkill sets: UnityExpected learning: How to build a GameSpecific courses required for project execution: Game Development,Description: Web Development using MERNSkill sets:MERN - MongoDB, Express, ReactJS, NodeJSExpected learning: How to build a WebAppSpecific courses required for project execution: Web Development","Web Development,Mobile App Development,Android Games","Title: Website Development using WordPress,Title: Mobile App Development using Flutter,Title: Game Development using Unity,Title: Web Development using MERN Stack"
6855,Collegedunia - Non Tech,Gurgaon,Finance and Mgmt,2,"Any,Any","Title: India College RankingsDescription: Develop Arts, Science, Commerce, Law, Fashion, Computer Application, and Design college rankings for top 300 collegesSkill sets: Data research, analytical thinking and decision-making, data analysisExpected learning: Determine college rankings and gain profound insights for different colleges across different streams,Title: India Plan for Collegedunia ContentDescription: To find the primary keyword for the India colleges using different tools like SACP (CD tool), google trends, and competitor analysisSkill sets: SEO, Keyword research, Google trendsExpected learning: Understand of SEO ",General Management,"India College Rankings, India Plan for Collegedunia Content"
6676,Collegedunia - Tech,Gurgaon,Finance and Mgmt,2,"Any,Any","Description: The intern worked on tasks spanning image classification, tire detection, and structureddata extraction using large language models. The work involved model training, evaluation, and basicpipeline integration.Skill sets: Python, PyTorch, OpenCV, Image Classification, Object Detection, LLM PromptingExpected learning: Exposure to real-world AI applications, model development workflows, andpractical challenges in deploying vision and language models.Specific courses required for project execution: Computer Vision, Deep Learning, NaturalLanguage Processing, Python Programming,Description: An AI-powered automotive news scraping notification system automatically collects,analyzes, and delivers real-time automotive news updates to users. Using web scraping and naturallanguage processing (NLP), the system gathers articles from multiple sources, processes the data forrelevance, and generates timely notifications based on user interests, ensuring professionals andenthusiasts stay updated on the latest industry trends and eventsSkill sets: Data Analysis, NLP (Natural Language Processing), Python, WebscrapingExpected learning: Understanding and application of AI, data analysis, web scraping, and NLPSpecific courses required for project execution: Python Basics, Web Scraping, Natural LanguageProcessing, Data Analysis, Database Management and API Development",Data Science,"AI Projects in Computer Vision and LLM-based Automation,Real-Time AI-Powered Automotive News Alert System"
